study_id;median_N;se_N;N;total_SNP;mean_beta;result_lin_reg;delta_prop;over_threshold;beta_PZ;se_beta_PZ;intercept_PZ;se_intercept_PZ
FINNGEN_R6_ASTHMA_ALLERG;0.9999965949651486;0.07045395307860987;161150.0;12122053;-0.00019396085547555616;Row(beta=0.9999986886978149, beta_stderr=2.540479897561454e-07, intercept=3.5992252378491685e-07, intercept_stderr=1.626241328267497e-07);0.00010288006289629216;1173;0.9999986886978149;2.540479897561454e-07;3.5992252378491685e-07;1.626241328267497e-07
FINNGEN_R6_ASTHMA_ALLERG_EXMORE;0.9999951435789173;0.07033062599609563;156000.0;12121822;-0.0002066909966175272;Row(beta=0.9999974966049194, beta_stderr=2.540383547966485e-07, intercept=5.89347052937228e-07, intercept_stderr=1.626462022841224e-07);0.0001029716260544176;1174;0.9999974966049194;2.540383547966485e-07;5.89347052937228e-07;1.626462022841224e-07
FINNGEN_R6_ASTHMA_CHILD;1.0;0.09013676682287244;162106.0;12777224;-0.0003787950739533657;Row(beta=0.9999978542327881, beta_stderr=2.3198155929549102e-07, intercept=4.5500596002057137e-07, intercept_stderr=1.5549068166365032e-07);9.88776669515746e-05;1175;0.9999978542327881;2.3198155929549102e-07;4.5500596002057137e-07;1.5549068166365032e-07
FINNGEN_R6_ASTHMA_CHILD_EXMORE;1.0000009908321985;0.08998585612115012;156956.0;12777612;-0.0004142459694347194;Row(beta=1.000003695487976, beta_stderr=2.323604206821983e-07, intercept=-1.5777683302076184e-06, intercept_stderr=1.5531387020928378e-07);9.887715107242158e-05;1175;1.000003695487976;2.323604206821983e-07;-1.5777683302076184e-06;1.5531387020928378e-07
FINNGEN_R6_ASTHMA_HOSPITAL_MAIN;0.9999834516224019;0.0995570576172127;260405.0;16035685;8.595130173745557e-06;Row(beta=0.9999974966049194, beta_stderr=2.1492670043699036e-07, intercept=6.844086897217494e-07, intercept_stderr=1.5424231492033869e-07);8.699023320271363e-05;1187;0.9999974966049194;2.1492670043699036e-07;6.844086897217494e-07;1.5424231492033869e-07
FINNGEN_R6_ASTHMA_INFECTIONS;0.9999963519329608;0.099758860610674;171094.0;15483967;-0.0002561601377735247;Row(beta=0.9999977350234985, beta_stderr=2.2126154419765953e-07, intercept=7.993926374183502e-07, intercept_stderr=1.519985204367913e-07);8.885450429295577e-05;1191;0.9999977350234985;2.2126154419765953e-07;7.993926374183502e-07;1.519985204367913e-07
FINNGEN_R6_ASTHMA_MIXED;0.9999967813398889;0.07233235966099252;159455.0;10269958;-0.0003166093298531573;Row(beta=0.9999976754188538, beta_stderr=2.859779044683819e-07, intercept=6.136528440947586e-07, intercept_stderr=1.7707844790493255e-07);0.00011842469071231432;1162;0.9999976754188538;2.859779044683819e-07;6.136528440947586e-07;1.7707844790493255e-07
FINNGEN_R6_ASTHMA_NAS;0.999990290106811;0.09289640622812342;170440.0;15401602;-0.00012223024981429395;Row(beta=0.9999970197677612, beta_stderr=2.2794381493440596e-07, intercept=7.119468818927999e-07, intercept_stderr=1.5170691369803535e-07);8.91033287387637e-05;1191;0.9999970197677612;2.2794381493440596e-07;7.119468818927999e-07;1.5170691369803535e-07
FINNGEN_R6_ASTHMA_PNEUMONIA;0.9999911894701715;0.09946489962903474;165357.0;14284858;6.630868154238713e-05;Row(beta=0.9999980330467224, beta_stderr=2.3702362739186356e-07, intercept=4.330657361606427e-07, intercept_stderr=1.5462254054909863e-07);9.235080095779412e-05;1183;0.9999980330467224;2.3702362739186356e-07;4.330657361606427e-07;1.5462254054909863e-07
FINNGEN_R6_ASTHMA_PNEUMONIA_AND_SEPSIS;0.9999954879049625;0.09952070430864828;165372.0;14291458;7.988595775181847e-05;Row(beta=0.9999980926513672, beta_stderr=2.3671523763368896e-07, intercept=2.403596113254025e-07, intercept_stderr=1.545231356203658e-07);9.240249371229906e-05;1184;0.9999980926513672;2.3671523763368896e-07;2.403596113254025e-07;1.545231356203658e-07
FINNGEN_R6_ATOPIC_STRICT;0.9999982085755702;0.08048063616349059;260078.0;14115441;-0.00024882628250865547;Row(beta=0.9999986290931702, beta_stderr=2.302845842905299e-07, intercept=3.3851875969048706e-07, intercept_stderr=1.5331676195273758e-07);9.25395946812927e-05;1177;0.9999986290931702;2.302845842905299e-07;3.3851875969048706e-07;1.5331676195273758e-07
FINNGEN_R6_ATOPIC_STRICT_REIMB;0.999995410194819;0.0817296129090097;242769.0;14236108;-0.0002150719065913618;Row(beta=0.9999985098838806, beta_stderr=2.2885045325438114e-07, intercept=1.2422991346738854e-07, intercept_stderr=1.5275135467618384e-07);9.221670660116751e-05;1179;0.9999985098838806;2.2885045325438114e-07;1.2422991346738854e-07;1.5275135467618384e-07
FINNGEN_R6_AUD;0.9999886111276468;0.13991926566580842;260405.0;15213291;-0.0006009557149731855;Row(beta=0.9999974966049194, beta_stderr=2.2960161061291728e-07, intercept=7.093831300153397e-07, intercept_stderr=1.5305739964333043e-07);8.908722867177945e-05;1183;0.9999974966049194;2.2960161061291728e-07;7.093831300153397e-07;1.5305739964333043e-07
FINNGEN_R6_AUD_SWEDISH;0.9999940162392841;0.1398677101872436;260405.0;15704493;-0.0004489805700827461;Row(beta=0.9999980926513672, beta_stderr=2.2710918301527272e-07, intercept=3.670583907933178e-07, intercept_stderr=1.5315924883907428e-07);8.790756301276327e-05;1187;0.9999980926513672;2.2710918301527272e-07;3.670583907933178e-07;1.5315924883907428e-07
FINNGEN_R6_AUTOIMMUNE_HYPERTHYROIDISM;0.9999985861508094;0.045967181885606646;204701.0;10525328;-0.0007074442763209862;Row(beta=0.9999945759773254, beta_stderr=2.1853360010481993e-07, intercept=1.866250727289298e-06, intercept_stderr=1.5889787619016715e-07);0.00011518505369893355;1157;0.9999945759773254;2.1853360010481993e-07;1.866250727289298e-06;1.5889787619016715e-07
FINNGEN_R6_BACT_INTEST_INFECTION_NOS;0.999992694484269;0.07568169286667531;258146.0;10401664;3.3904568538222475e-05;Row(beta=0.9999985694885254, beta_stderr=2.8521037620521383e-07, intercept=4.3023999296565307e-07, intercept_stderr=1.7594379642105196e-07);0.00011668855793682548;1159;0.9999985694885254;2.8521037620521383e-07;4.3023999296565307e-07;1.7594379642105196e-07
FINNGEN_R6_C3_AML_EXALLC;0.9999979473243488;0.09943334017256754;204187.0;6477128;-0.0012664714685275856;Row(beta=0.9999969601631165, beta_stderr=3.5989515367873537e-07, intercept=6.008507966726029e-07, intercept_stderr=2.216569328084006e-07);0.00017770996866236407;1107;0.9999969601631165;3.5989515367873537e-07;6.008507966726029e-07;2.216569328084006e-07
FINNGEN_R6_C3_ANUS_ANALCANAL;0.9999999999999999;0.067431421215322;260405.0;7024301;0.001082563620209273;Row(beta=0.9999985694885254, beta_stderr=3.4502639323363837e-07, intercept=1.3077867322408565e-07, intercept_stderr=2.1255817728160764e-07);0.00016469499213181524;1112;0.9999985694885254;3.4502639323363837e-07;1.3077867322408565e-07;2.1255817728160764e-07
FINNGEN_R6_C3_ANUS_ANALCANAL_EXALLC;0.9999999999999999;0.06785960181971348;204231.0;7025150;0.0010508915482232498;Row(beta=0.9999977946281433, beta_stderr=3.451334578130627e-07, intercept=6.776012355658168e-07, intercept_stderr=2.1268122907258658e-07);0.0001654154378363009;1117;0.9999977946281433;3.451334578130627e-07;6.776012355658168e-07;2.1268122907258658e-07
FINNGEN_R6_C3_BILIARY_TRACT;0.9999970601993005;0.08218048947007531;260405.0;6980669;-0.0007969528722821185;Row(beta=0.9999991059303284, beta_stderr=3.4766654266604746e-07, intercept=7.256308265368716e-08, intercept_stderr=2.1475572964391176e-07);0.00016571334303869094;1112;0.9999991059303284;3.4766654266604746e-07;7.256308265368716e-08;2.1475572964391176e-07
FINNGEN_R6_C3_BILIARY_TRACT_EXALLC;0.9999963626710265;0.08238524916373662;204227.0;6982226;-0.0008957104840205038;Row(beta=0.9999978542327881, beta_stderr=3.4707807117229095e-07, intercept=5.421620130618976e-07, intercept_stderr=2.1445050890633865e-07);0.00016686847322647494;1120;0.9999978542327881;3.4707807117229095e-07;5.421620130618976e-07;2.1445050890633865e-07
FINNGEN_R6_C3_BONE_CARTILAGE_LIMBS;0.9999984787278287;0.10300659084214173;260405.0;5856800;-0.00026735903906561776;Row(beta=0.9999988675117493, beta_stderr=3.8250544776019524e-07, intercept=3.3399206245121604e-07, intercept_stderr=2.341397191685246e-07);0.0001910950420151815;1077;0.9999988675117493;3.8250544776019524e-07;3.3399206245121604e-07;2.341397191685246e-07
FINNGEN_R6_C3_BREAST_EXALLC;0.9999939266475356;0.07285569738654481;128554.0;15333814;-0.0009221938279673291;Row(beta=0.9999974966049194, beta_stderr=2.203455125027176e-07, intercept=6.505285341518174e-07, intercept_stderr=1.4822150262716605e-07);8.917668766881413e-05;1189;0.9999974966049194;2.203455125027176e-07;6.505285341518174e-07;1.4822150262716605e-07
FINNGEN_R6_C3_BREAST_HER2NEG;1.0000000096097033;0.07065726209061617;147059.0;15175409;-0.0009251509649593834;Row(beta=0.9999999403953552, beta_stderr=2.223309252258332e-07, intercept=-2.2583060399483657e-07, intercept_stderr=1.4904587430919491e-07);8.959526019956816e-05;1188;0.9999999403953552;2.223309252258332e-07;-2.2583060399483657e-07;1.4904587430919491e-07
FINNGEN_R6_C3_BREAST_HERNEG;1.0000014916040654;0.05607117686501746;140330.0;13071999;-0.00045702092158969706;Row(beta=0.9999994039535522, beta_stderr=2.532444227654196e-07, intercept=6.476526692722473e-08, intercept_stderr=1.5875585290814342e-07);9.76690939643728e-05;1180;0.9999994039535522;2.532444227654196e-07;6.476526692722473e-08;1.5875585290814342e-07
FINNGEN_R6_C3_BREAST_HERPLUS;1.0000015678220315;0.0630799293132944;146693.0;14087006;-0.0005789962984327686;Row(beta=0.9999973177909851, beta_stderr=2.3447772434792569e-07, intercept=9.207697644342261e-07, intercept_stderr=1.5280902232461813e-07);9.306396328713256e-05;1182;0.9999973177909851;2.3447772434792569e-07;9.207697644342261e-07;1.5280902232461813e-07
FINNGEN_R6_C3_BREAST_HERPLUS_EXALLC;1.0000019595764795;0.06521197127514375;123257.0;14082871;-0.0006869086097572292;Row(beta=0.9999969005584717, beta_stderr=2.3303742580083053e-07, intercept=8.911939062272722e-07, intercept_stderr=1.52419474375165e-07);9.325189439569504e-05;1184;0.9999969005584717;2.3303742580083053e-07;8.911939062272722e-07;1.52419474375165e-07
FINNGEN_R6_C3_BRONCHUS_LUNG;0.9999935490332706;0.12958985180147145;260405.0;12382815;-8.123240232534529e-05;Row(beta=0.9999989867210388, beta_stderr=2.5689050175969896e-07, intercept=6.38778274719698e-08, intercept_stderr=1.6192018392757745e-07);0.00010086571230460825;1170;0.9999989867210388;2.5689050175969896e-07;6.38778274719698e-08;1.6192018392757745e-07
FINNGEN_R6_C3_CERVIX_UTERI;0.999998707137261;0.03619972631532318;147061.0;11727147;0.00029464630996778936;Row(beta=0.9999976754188538, beta_stderr=2.573853237208823e-07, intercept=6.837273645032838e-07, intercept_stderr=1.6380550960093387e-07);0.00010580738203581882;1173;0.9999976754188538;2.573853237208823e-07;6.837273645032838e-07;1.6380550960093387e-07
FINNGEN_R6_C3_CERVIX_UTERI_EXALLC;1.0000000000000002;0.036794050638497465;119210.0;11723447;0.0002591820767389717;Row(beta=0.9999968409538269, beta_stderr=2.579187139417627e-07, intercept=8.603560672781896e-07, intercept_stderr=1.6390482926453842e-07);0.00010611927409363221;1176;0.9999968409538269;2.579187139417627e-07;8.603560672781896e-07;1.6390482926453842e-07
FINNGEN_R6_C3_CLL_EXALLC;0.9999998807437919;0.11143728403283831;204442.0;8534807;-0.0003330657295473329;Row(beta=0.9999971985816956, beta_stderr=3.1158094770944444e-07, intercept=7.919887252683111e-07, intercept_stderr=1.9165237574725325e-07);0.00013938880999827017;1141;0.9999971985816956;3.1158094770944444e-07;7.919887252683111e-07;1.9165237574725325e-07
FINNGEN_R6_C3_COLON_ADENO;0.9999934782109127;0.1030585870624676;260405.0;11534773;0.0003068668954300928;Row(beta=0.9999983906745911, beta_stderr=2.694633565170079e-07, intercept=1.4750247601114097e-07, intercept_stderr=1.6795553392512375e-07);0.00010697911033829101;1169;0.9999983906745911;2.694633565170079e-07;1.4750247601114097e-07;1.6795553392512375e-07
FINNGEN_R6_C3_COLON_ADENO_EXALLC;0.9999973974546744;0.10509161133931291;206079.0;11529945;0.00021317633345175872;Row(beta=0.9999980926513672, beta_stderr=2.6959594379150076e-07, intercept=2.8815574637519603e-07, intercept_stderr=1.6798711044430092e-07);0.00010730881040126353;1172;0.9999980926513672;2.6959594379150076e-07;2.8815574637519603e-07;1.6798711044430092e-07
FINNGEN_R6_C3_CONNECTIVE_SOFT_NAS;0.9999978785668246;0.09215697776782049;260405.0;8675665;0.00015171893797187043;Row(beta=0.9999975562095642, beta_stderr=3.121306519915379e-07, intercept=1.5605635894644365e-07, intercept_stderr=1.9047188004606141e-07);0.000136677151258692;1137;0.9999975562095642;3.121306519915379e-07;1.5605635894644365e-07;1.9047188004606141e-07
FINNGEN_R6_C3_CONNECTIVE_SOFT_NAS_EXALLC;0.9999961794638754;0.09255802900372381;204478.0;8675418;0.00010804283551529887;Row(beta=0.9999974966049194, beta_stderr=3.114136006843182e-07, intercept=5.265073355076311e-07, intercept_stderr=1.9010771268312965e-07);0.0001374037047068162;1143;0.9999974966049194;3.114136006843182e-07;5.265073355076311e-07;1.9010771268312965e-07
FINNGEN_R6_C3_CORPUS_UTERI;0.9999977727832007;0.036122760888522336;147061.0;10897121;0.00017592001134980012;Row(beta=0.9999980926513672, beta_stderr=2.7655966050588177e-07, intercept=5.557589588534029e-07, intercept_stderr=1.7142404828973667e-07);0.0001125553573844602;1168;0.9999980926513672;2.7655966050588177e-07;5.557589588534029e-07;1.7142404828973667e-07
FINNGEN_R6_C3_DIGESTIVE_ORGANS_EXALLC;0.9999895189931584;0.12054231161214755;211708.0;14515640;-0.0002528232885356396;Row(beta=0.9999979138374329, beta_stderr=2.4185280267374765e-07, intercept=5.524595394490461e-07, intercept_stderr=1.52946697085099e-07);9.148665269284737e-05;1183;0.9999979138374329;2.4185280267374765e-07;5.524595394490461e-07;1.52946697085099e-07
FINNGEN_R6_C3_DIGESTIVE_ORGANS_NAS_EXALLC;0.9999965813221926;0.08530324815078366;204164.0;6078971;0.0005861992613552457;Row(beta=0.9999979734420776, beta_stderr=3.754460919935809e-07, intercept=4.6157919086908805e-07, intercept_stderr=2.2885315331677702e-07);0.00018623024830699775;1089;0.9999979734420776;3.754460919935809e-07;4.6157919086908805e-07;2.2885315331677702e-07
FINNGEN_R6_C3_DLBCL;0.999999629783866;0.08696148208288437;260405.0;8288790;-0.0004714231027688407;Row(beta=0.9999984502792358, beta_stderr=3.151751002405945e-07, intercept=6.412887501028308e-07, intercept_stderr=1.955972805944839e-07);0.00014232362682845627;1132;0.9999984502792358;3.151751002405945e-07;6.412887501028308e-07;1.955972805944839e-07
FINNGEN_R6_C3_EYE_ADNEXA;1.0000000003881304;0.08749792941426515;260405.0;7452640;-0.0010198044867322843;Row(beta=0.9999995231628418, beta_stderr=3.344377432767942e-07, intercept=2.9407323154373444e-07, intercept_stderr=2.0642671927362244e-07);0.00015684570028392844;1123;0.9999995231628418;3.344377432767942e-07;2.9407323154373444e-07;2.0642671927362244e-07
FINNGEN_R6_C3_EYE_ADNEXA_EXALLC;0.9999992275539716;0.08778194889648785;204275.0;7452483;-0.0010284479508374212;Row(beta=0.9999974370002747, beta_stderr=3.346727339703648e-07, intercept=9.313246209785575e-07, intercept_stderr=2.0662480437749764e-07);0.0001576877968780051;1129;0.9999974370002747;3.346727339703648e-07;9.313246209785575e-07;2.0662480437749764e-07
FINNGEN_R6_C3_FEMALE_GENITAL_NAS;0.9999984746587549;0.020513272450305573;147061.0;7014112;-0.0009518786155682497;Row(beta=0.9999980926513672, beta_stderr=3.4539971238700673e-07, intercept=6.128365157564986e-07, intercept_stderr=2.144100790246739e-07);0.0001655294428080201;1116;0.9999980926513672;3.4539971238700673e-07;6.128365157564986e-07;2.144100790246739e-07
FINNGEN_R6_C3_HEART_MEDIASTINUM_PLEURA;0.9999958578459195;0.12037675581683668;260405.0;7089470;0.0008091153767488723;Row(beta=0.9999977350234985, beta_stderr=3.415652258809132e-07, intercept=4.646452111956023e-07, intercept_stderr=2.1183549847592076e-07);0.0001631981195819545;1112;0.9999977350234985;3.415652258809132e-07;4.646452111956023e-07;2.1183549847592076e-07
FINNGEN_R6_C3_HEART_MEDIASTINUM_PLEURA_EXALLC;0.9999990988078817;0.12078627993613655;204233.0;7089681;0.0007686814357373688;Row(beta=0.9999975562095642, beta_stderr=3.429937009968853e-07, intercept=1.1698827506734233e-07, intercept_stderr=2.1146462358956342e-07);0.00016436829887322597;1120;0.9999975562095642;3.429937009968853e-07;1.1698827506734233e-07;2.1146462358956342e-07
FINNGEN_R6_C3_KIDNEY_NOTRENALPELVIS;1.000000348739763;0.11043375142496127;260405.0;10854547;-0.00032428317183571647;Row(beta=0.9999977946281433, beta_stderr=2.761886719326867e-07, intercept=4.6965055844339076e-07, intercept_stderr=1.7194078338889085e-07);0.00011247636593987398;1163;0.9999977946281433;2.761886719326867e-07;4.6965055844339076e-07;1.7194078338889085e-07
FINNGEN_R6_C3_LARYNX_EXALLC;0.9999977002492008;0.13732110182716092;204345.0;7997596;0.0007658213293092311;Row(beta=0.9999976754188538, beta_stderr=3.2040446740211337e-07, intercept=6.365558533616422e-07, intercept_stderr=1.9914115512165154e-07);0.0001479528650303896;1136;0.9999976754188538;3.2040446740211337e-07;6.365558533616422e-07;1.9914115512165154e-07
FINNGEN_R6_C3_LUNG_NONSMALL;0.9999947436051955;0.11906995387427902;260405.0;11605576;-0.0005553059469000439;Row(beta=0.9999989867210388, beta_stderr=2.6725885504674807e-07, intercept=6.826464016285172e-08, intercept_stderr=1.669123577130449e-07);0.00010649276368017874;1170;0.9999989867210388;2.6725885504674807e-07;6.826464016285172e-08;1.669123577130449e-07
FINNGEN_R6_C3_LYMPHNODES_SECONDARY_NAS;0.9999955719827253;0.09440488756886914;260405.0;10835471;0.0002867791044801333;Row(beta=0.9999962449073792, beta_stderr=2.619152610350284e-07, intercept=1.2465974350561737e-06, intercept_stderr=1.6887257459075045e-07);0.00011266061160278367;1163;0.9999962449073792;2.619152610350284e-07;1.2465974350561737e-06;1.6887257459075045e-07
FINNGEN_R6_C3_LYMPHNODES_SECONDARY_NAS_EXALLC;0.9999958234370641;0.09539502195298842;205451.0;10831175;0.0001962850161686621;Row(beta=0.9999997615814209, beta_stderr=2.6054948421005975e-07, intercept=-4.6454317725874716e-07, intercept_stderr=1.6818623294057033e-07);0.00011329407614447369;1169;0.9999997615814209;2.6054948421005975e-07;-4.6454317725874716e-07;1.6818623294057033e-07
FINNGEN_R6_C3_MALE_GENITAL;1.0000015654367427;0.19006017903622321;113344.0;14889967;-0.0010792261312604573;Row(beta=1.0000015497207642, beta_stderr=2.052095595672654e-07, intercept=-9.379313610224926e-07, intercept_stderr=1.4385399538241472e-07);8.959700319356937e-05;1176;1.0000015497207642;2.052095595672654e-07;-9.379313610224926e-07;1.4385399538241472e-07
FINNGEN_R6_C3_MALE_GENITAL_EXALLC;0.9999930811503327;0.19120458619439565;96114.0;14884899;-0.0010796686561324617;Row(beta=0.9999957084655762, beta_stderr=2.0765477870554605e-07, intercept=1.3155915894458303e-06, intercept_stderr=1.4376182377873192e-07);9.023540848098521e-05;1184;0.9999957084655762;2.0765477870554605e-07;1.3155915894458303e-06;1.4376182377873192e-07
